,index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
260,274,Mercedes-Benz,C-Class,2007,"370,000 km",Diesel,2.1,Ireland,No,20.0,"€2,500"
261,275,BMW,3-Series,2017,"140,000 mi",Diesel,2.0,Ireland,No,3.0,"€13,995"
262,276,Nissan,X-Trail,2017,"100,738 mi",Diesel,1.6,Ireland,UK,1.0,"€18,950"
263,277,Audi,A6,2018,"240,000 km",Diesel,2.0,Ireland,UK,2.0,"€32,000"
264,278,Nissan,X-Trail,2015,"216,000 km",Diesel,1.6,Ireland,UK,2.0,"€13,450"
265,279,Toyota,RAV4,2020,"34,673 km",Petrol Hybrid,2.5,Ireland,No,1.0,"€38,995"
266,280,Land Rover,Range Rover Evoque,2015,"149,000 km",Diesel,2.2,Ireland,UK,1.0,"€19,950"
267,281,Mercedes-Benz,A-Class,2015,"36,727 mi",Petrol,1.6,Ireland,No,2.0,"€17,450"
268,282,Kia,Ceed,2015,"86,667 mi",Diesel,1.6,Ireland,No,1.0,"€10,995"
269,283,Ford,Focus,2020,"59,999 km",Petrol,1.0,Ireland,No,1.0,"€28,950"
270,284,Mini,Cooper,2015,"113,450 mi",Diesel,1.6,Ireland,No,2.0,"€12,950"
271,285,Citroen,C4,2012,"173,333 mi",Diesel,1.6,Ireland,No,3.0,"€3,575"
272,286,BMW,2-Series,2021,"36,725 km",Petrol,1.5,Ireland,No,2.0,"€31,950"
273,287,Audi,A4,2017,"240,000 km",Diesel,2.0,Ireland,UK,1.0,"€20,950"
274,288,Volvo,V40,2015,"180,000 km",Diesel,2.0,Ireland,UK,1.0,"€12,950"
275,289,Honda,Civic,2019,"104,000 km",Diesel,1.6,Ireland,No,2.0,"€19,200"
276,290,Suzuki,Vitara,2020,"50,155 km",Petrol,1.4,Ireland,No,2.0,"€21,900"
277,291,Skoda,Octavia,2017,"51,000 km",Diesel,2.0,Ireland,No,1.0,"€25,950"
278,292,Toyota,C-HR,2017,"82,000 mi",Hybrid,1.8,Ireland,Unknown,1.0,"€18,950"
279,293,Volkswagen,Polo,2015,"228,809 km",Diesel,1.4,Ireland,N. Ireland,2.0,"€9,750"
280,294,Volkswagen,Golf,2014,"126,100 mi",Diesel,1.6,Ireland,UK,2.0,"€12,995"
281,295,Hyundai,Tucson,2018,"179,000 mi",Diesel,1.7,Ireland,No,2.0,"€17,900"
282,296,Hyundai,i10,2016,"22,083 mi",Petrol,1.2,Ireland,UK,1.0,"€11,950"
283,297,Mercedes-Benz,Sprinter,2016,"140,000 mi",Diesel,2.1,United Kingdom,No,2.0,"€16,950"
284,298,BMW,iX,2024,501 km,Electric,1.6,Ireland,No,2.0,"€144,950"
285,299,Volkswagen,Passat,2020,"44,000 km",Diesel,2.0,Ireland,No,3.0,"€28,995"
286,300,Hyundai,Tucson,2021,"40,634 km",Petrol Hybrid,1.6,Ireland,No,3.0,"€36,950"
287,301,MAXUS,MIFA 9,2024,0 km,Electric,1.6,Ireland,Unknown,0.0,"€79,950"
288,302,BMW,1-Series,2018,"129,000 km",Petrol,1.6,Ireland,No,2.0,"€17,950"
289,303,Nissan,March,2016,"69,000 km",Petrol,1.2,Ireland,No,2.0,"€9,950"
290,304,Honda,Fit,2018,"83,000 km",Petrol Hybrid,1.5,Ireland,No,1.0,"€14,750"
291,305,Mercedes-Benz,GLA-Class,2020,"31,000 km",Petrol,1.3,Ireland,No,1.0,"€39,950"
292,306,Opel,Zafira,2017,"130,212 km",Diesel,1.6,Ireland,No,2.0,"€13,900"
293,307,Skoda,Fabia,2022,"18,204 km",Petrol,1.0,Ireland,No,2.0,"€22,995"
294,308,Volkswagen,Touran,2020,"87,000 km",Diesel,2.0,Ireland,No,2.0,€1
295,310,Peugeot,5008,2022,"27,000 mi",Diesel,1.5,Northern Ireland,No,1.0,"€39,950"
296,311,Toyota,Landcruiser,2021,"98,950 km",Diesel,2.8,Ireland,No,1.0,"€59,950"
297,312,BMW,3-Series,2019,"89,685 km",Diesel,2.0,Ireland,UK,2.0,"€33,950"
298,313,Kia,Optima,2018,"193,300 km",Diesel,1.7,Ireland,No,1.0,"€15,450"
299,314,Toyota,Auris,2014,"116,999 km",Petrol,1.3,Ireland,No,4.0,"€10,450"
300,315,Hyundai,Tucson,2017,"136,000 km",Diesel,1.7,Ireland,No,2.0,"€16,499"
301,316,Toyota,Yaris,2005,"79,000 km",Petrol,1.0,Ireland,No,4.0,"€1,950"
302,317,Land Rover,Range Rover Evoque,2018,"114,500 km",Diesel,2.0,Ireland,UK,2.0,"€33,750"
303,318,Hyundai,Tucson,2017,"204,999 km",Diesel,1.7,Ireland,No,2.0,"€15,895"
304,319,Toyota,Prius,2014,"67,865 mi",Hybrid,1.8,Ireland,Unknown country,1.0,"€14,950"
305,320,Renault,Fluence,2013,"83,727 mi",Diesel,1.5,Ireland,No,2.0,"€7,850"
306,321,BMW,3-Series,2020,"89,000 mi",Diesel,2.0,Ireland,No,1.0,"€30,950"
307,322,Toyota,Prius,2015,"140,000 km",Petrol Hybrid,1.8,Ireland,Unknown country,2.0,"€11,750"
308,323,Volkswagen,Taigo,2022,"30,855 km",Petrol,1.0,Ireland,No,1.0,"€22,400"
309,324,Renault,Megane,2017,"65,246 mi",Petrol,1.6,Ireland,No,5.0,"€18,950"
310,325,Nissan,X-Trail,2017,"132,587 mi",Diesel,1.6,Ireland,No,1.0,"€17,950"
311,326,Volkswagen,Polo,2014,"111,000 mi",Petrol,1.2,Ireland,UK,2.0,"€8,750"
312,327,Mercedes-Benz,CLE-Class,2024,10 km,Diesel,2.0,Ireland,No,2.0,"€79,950"
313,329,Mercedes-Benz,GLE-Class,2020,"46,980 km",Diesel,2.0,Ireland,No,3.0,"€74,950"
314,330,BMW,2-Series,2021,"17,914 km",Petrol,1.5,Ireland,No,2.0,"€34,950"
315,331,Volkswagen,Golf,2016,"69,000 mi",Diesel,2.0,Ireland,N. Ireland,2.0,"€19,700"
316,332,Opel,Corsa,2023,"11,000 km",Petrol,1.2,Ireland,No,1.0,"€24,950"
317,333,BMW,3-Series,2017,"82,037 mi",Petrol Hybrid,2.0,Other,No,1.0,"€19,995"
318,334,Toyota,Camry,2019,"94,000 km",Petrol Hybrid,2.4,Ireland,Unknown,3.0,"€29,950"
319,335,Mercedes-Benz,GLC-Class,2021,"31,550 km",Diesel Plug-in Hybrid,2.0,United Kingdom,No,2.0,"€55,950"
320,336,Mazda,CX-5,2021,"29,827 mi",Diesel,2.2,Ireland,No,2.0,"€36,945"
321,337,Audi,A6,2012,"182,000 km",Diesel,2.0,Ireland,No,3.0,"€10,950"
322,338,Land Rover,Discovery,2015,185 mi,Diesel,3.0,Ireland,No,2.0,"€21,950"
323,339,BMW,5-Series,2013,"104,620 mi",Diesel,2.0,Ireland,No,3.0,"€15,950"
324,340,SsangYong,Korando,2013,"126,000 km",Diesel,2.0,Ireland,N. Ireland,3.0,"€10,500"
325,341,Nissan,Cube,2014,"130,000 km",Petrol,1.5,Ireland,Unknown country,1.0,"€8,900"
326,342,Ford,Mondeo,2019,"170,000 km",Diesel,1.5,Ireland,No,2.0,"€17,999"
327,343,Mercedes-Benz,A-Class,2020,"51,500 km",Diesel,1.5,Ireland,No,1.0,"€32,950"
328,344,Toyota,Camry,2020,"133,358 km",Hybrid,2.5,Ireland,No,1.0,"€29,950"
329,345,Peugeot,5008,2015,"99,535 km",Diesel,1.6,Ireland,UK,2.0,"€9,950"
330,346,Audi,A4,2008,"342,000 km",Diesel,2.0,Ireland,No,4.0,"€3,999"
331,347,Audi,A4,2016,"178,000 km",Diesel,2.0,Ireland,No,3.0,"€17,990"
332,348,Vauxhall,Corsa,2009,"145,500 mi",Petrol,1.2,Ireland,N. Ireland,6.0,"€1,750"
333,349,Skoda,Karoq,2019,"97,950 km",Diesel,2.0,Ireland,No,3.0,"€22,995"
334,350,Skoda,Octavia,2022,"26,000 km",Diesel,2.0,Ireland,No,2.0,"€43,950"
335,351,SEAT,Ibiza,2016,"98,401 km",Petrol,1.0,Ireland,UK,2.0,"€11,950"
336,353,Ford,Focus,2017,"139,390 km",Diesel,1.5,Ireland,No,1.0,"€13,500"
337,354,BMW,X4,2020,"139,704 km",Diesel,2.0,Ireland,No,1.0,"€49,995"
338,355,Kia,Xceed,2021,"64,177 mi",Hybrid,1.6,Ireland,No,1.0,"€21,995"
339,356,Opel,Insignia,2014,"123,000 km",Diesel,2.0,Ireland,No,2.0,€1
340,357,Fiat,500,2015,"97,000 km",Petrol,1.2,Ireland,Unknown,1.0,"€10,450"
341,358,BMW,X5,2021,"80,805 km",Petrol Plug-in Hybrid,3.0,Ireland,No,2.0,"€83,900"
342,359,Honda,CR-V,2018,"47,000 mi",Diesel,1.6,Ireland,UK,1.0,"€25,500"
343,360,Hyundai,i40,2015,"111,000 mi",Diesel,1.7,Ireland,UK,4.0,"€9,999"
344,361,Volkswagen,Sharan,2016,"87,418 mi",Petrol,1.4,Ireland,No,1.0,"€22,950"
345,362,Land Rover,Range Rover Sport,2019,"63,500 mi",Petrol Plug-in Hybrid,2.0,Ireland,N. Ireland,3.0,"€54,878"
346,363,Opel,Mokka,2015,"170,000 km",Diesel,1.6,Ireland,No,1.0,"€9,950"
347,364,Dacia,Duster,2022,"61,202 km",Diesel,1.5,Ireland,No,1.0,"€22,995"
348,366,Cupra,BORN,2023,"8,000 km",Electric,1.6,Ireland,No,2.0,"€33,895"
349,367,Audi,A6,2016,"135,000 km",Diesel,2.0,Ireland,UK,3.0,"€25,000"
350,368,Audi,A1,2013,"18,700 km",Petrol,1.2,Ireland,No,4.0,"€10,450"
351,369,Citroen,C4,2014,"97,000 mi",Diesel,1.6,Ireland,No,3.0,"€5,999"
352,370,Audi,A3,2012,"194,000 km",Diesel,1.6,Ireland,No,2.0,"€6,500"
353,371,Volvo,90 Series,2007,"259,000 km",Diesel,2.4,Ireland,Unknown country,7.0,"€4,000"
354,372,Ford,Mondeo,2012,"250,000 km",Diesel,1.6,Ireland,No,2.0,"€1,000"
355,373,Fiat,500,2015,"118,478 km",Petrol,1.2,Ireland,UK,2.0,"€8,450"
356,374,Volkswagen,Scirocco,2012,"185,000 km",Petrol,1.4,Ireland,N. Ireland,1.0,"€9,500"
357,375,Hyundai,Tucson,2016,"139,000 km",Diesel,1.7,Ireland,No,2.0,"€18,950"
358,377,Ford,Tourneo Connect,2023,0 km,Diesel,2.0,Ireland,Unknown,0.0,€123
359,378,Hyundai,Tucson,2016,"140,000 km",Diesel,1.7,Ireland,No,3.0,"€16,950"
360,379,Land Rover,Range Rover Evoque,2016,"156,106 km",Diesel,2.0,Ireland,No,2.0,"€18,900"
361,380,Kia,Ceed,2014,"259,000 km",Diesel,1.6,Ireland,No,2.0,"€5,999"
362,381,Opel,Mokka,2023,"18,000 km",Diesel,1.5,Ireland,No,1.0,"€29,750"
363,382,Skoda,Superb,2020,"128,589 km",Diesel,2.0,Ireland,UK,1.0,"€26,950"
364,383,Volkswagen,Golf,2016,"47,447 km",Petrol,1.2,Ireland,No,2.0,"€19,888"
365,384,Mazda,6,2016,"199,655 km",Diesel,2.2,Ireland,No,5.0,"€9,000"
366,385,Land Rover,Defender,2022,"15,224 mi",Hybrid,2.0,Ireland,UK,2.0,"€88,000"
367,386,Toyota,Aqua,2015,"85,000 mi",Petrol Hybrid,1.5,Ireland,Unknown country,2.0,"€9,600"
368,387,Mercedes-Benz,C-Class,2018,"78,500 mi",Diesel,2.1,Northern Ireland,No,2.0,"£18,150"
369,388,Cupra,FORMENTOR,2023,"8,500 km",Petrol,1.5,Ireland,No,1.0,"€46,950"
370,389,Honda,Fit,2012,"126,999 km",Petrol Hybrid,1.3,Ireland,No,1.0,"€7,990"
371,390,Peugeot,2008,2015,"103,000 km",Diesel,1.6,Ireland,N. Ireland,4.0,"€9,600"
372,391,Audi,A3,2015,"165,000 mi",Diesel,1.6,Ireland,UK,1.0,"€13,950"
373,392,SEAT,Arona,2021,"113,500 km",Petrol,1.0,Ireland,No,1.0,"€21,475"
374,393,BMW,i3,2018,"42,719 km",Electric,1.6,Ireland,UK,3.0,"€18,900"
375,394,Mazda,3,2010,"219,736 km",Diesel,1.6,Ireland,UK,1.0,"€2,950"
376,395,Toyota,RAV4,2015,"125,000 mi",Diesel,2.0,Ireland,UK,1.0,"€15,950"
377,396,Toyota,Camry,2019,"67,000 km",Hybrid,2.5,Ireland,Unknown,1.0,"€28,950"
378,397,Alfa Romeo,159,2008,"134,796 mi",Diesel,1.9,Ireland,No,2.0,"€4,950"
379,398,Audi,Q5,2012,"255,100 km",Diesel,2.0,Ireland,No,3.0,"€11,950"
380,399,Vauxhall,Astra,2012,"151,200 mi",Diesel,1.2,Ireland,UK,2.0,"€4,250"
381,401,Audi,A6,2016,"204,000 km",Diesel,2.0,Ireland,No,3.0,"€20,950"
382,402,BMW,1-Series,2020,"39,640 mi",Petrol,1.5,Northern Ireland,No,1.0,"€28,950"
383,403,Audi,A3,2016,"157,976 km",Diesel,1.6,Ireland,No,3.0,"€16,950"
384,404,Volkswagen,Tiguan,2023,"18,800 km",Diesel,2.0,Ireland,No,1.0,"€53,895"
385,405,Volkswagen,Crafter,2023,"9,851 mi",Diesel,2.0,Northern Ireland,No,2.0,"£28,975"
386,406,SEAT,Arona,2021,"69,002 km",Petrol,1.0,Ireland,No,1.0,"€18,888"
387,407,Toyota,Corolla,2020,"68,382 km",Petrol Hybrid,1.8,Ireland,No,1.0,"€27,995"
388,408,Lexus,CT,2015,"126,991 km",Petrol Hybrid,1.8,Ireland,UK,2.0,"€16,950"
389,409,Mini,Other,2015,"92,000 km",Diesel,1.5,Ireland,No,2.0,"€12,950"
390,410,Renault,Captur,2017,"74,369 mi",Diesel,1.5,Northern Ireland,No,3.0,"€12,949"
391,411,Skoda,Octavia,2009,"186,000 km",Diesel,1.9,Ireland,No,4.0,"€3,450"
392,412,Porsche,Panamera,2015,"84,000 km",Petrol Plug-in Hybrid,3.0,Ireland,UK,1.0,"€43,950"
393,413,Volkswagen,Polo,2013,"98,372 km",Petrol,1.2,Ireland,Unknown country,2.0,"€10,500"
394,414,Volkswagen,Scirocco,2017,"91,814 mi",Petrol,1.4,Ireland,Unknown,1.0,"€19,950"
395,415,Volkswagen,Touareg,2017,"176,495 km",Diesel,3.0,Ireland,Unknown,3.0,"€29,995"
396,416,Peugeot,208,2024,0 km,Petrol,1.2,Ireland,No,2.0,"€28,065"
397,417,Opel,Corsa,2020,"28,554 mi",Electric,1.6,Ireland,No,2.0,"€17,995"
398,418,Audi,A3,2014,"11,153 mi",Petrol,1.4,Ireland,No,1.0,"€16,900"
399,419,BMW,5-Series,2013,"209,000 mi",Diesel,2.0,Ireland,No,4.0,"€8,250"
400,420,Ford,Kuga,2010,"318,000 km",Diesel,2.0,Ireland,No,7.0,"€4,500"
401,421,Honda,Fit,2014,"49,553 mi",Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€9,995"
402,422,SEAT,Leon,2014,"251,392 km",Diesel,2.0,Ireland,No,2.0,"€10,250"
403,423,Ford,Fiesta,2013,"54,563 km",Petrol,1.2,Ireland,No,2.0,"€8,995"
404,424,Hyundai,KONA,2022,"16,800 km",Petrol,1.0,Ireland,No,1.0,"€25,995"
405,425,Alfa Romeo,Giulietta,2016,"75,589 mi",Diesel,1.6,Ireland,UK,2.0,"€13,995"
406,426,Skoda,Kodiaq,2022,"45,000 km",Diesel,2.0,Ireland,No,1.0,"€54,995"
407,427,Ford,Focus,2019,"99,619 mi",Diesel,1.5,Ireland,No,1.0,"€17,995"
408,428,Toyota,Prius,2020,"42,941 mi",Hybrid,1.8,Ireland,No,2.0,"€22,450"
409,429,BMW,X3,2016,"112,654 km",Diesel,2.0,Ireland,No,1.0,"€29,995"
410,430,Mercedes-Benz,C-Class,2015,"165,000 mi",Diesel,1.6,Ireland,No,1.0,"€15,500"
411,431,Mini,Cooper,2017,"46,800 mi",Diesel,1.5,Ireland,UK,2.0,"€12,950"
412,432,Volkswagen,Golf,2016,"59,283 km",Petrol,1.2,Ireland,No,1.0,"€16,400"
413,433,Peugeot,208,2013,"94,000 km",Diesel,1.4,Ireland,UK,2.0,"€6,800"
414,434,Volkswagen,Transporter,2024,4 km,Diesel,2.0,Ireland,No,2.0,"€44,800"
415,435,Toyota,Corolla,2003,"92,000 mi",Petrol,1.4,Ireland,No,1.0,"€3,000"
416,436,Renault,Captur,2015,"137,000 km",Diesel,1.5,Ireland,No,3.0,"€8,699"
417,437,Hyundai,i30,2008,"200,000 km",Petrol,1.4,Ireland,No,3.0,"€1,950"
418,438,Mercedes-Benz,E-Class,2014,"94,691 mi",Diesel,2.1,Ireland,N. Ireland,1.0,"€15,450"
419,439,Hyundai,KONA,2020,"140,055 km",Diesel,1.6,Ireland,No,2.0,"€10,500"
420,440,Ford,Focus,2012,"140,000 mi",Diesel,1.6,Ireland,UK,2.0,"€4,350"
421,441,Honda,Civic,2009,"221,000 km",Petrol Hybrid,1.3,Ireland,UK,5.0,"€4,950"
422,442,Audi,Q5,2021,"60,000 km",Diesel,2.0,Ireland,No,1.0,"€55,900"
423,443,Hyundai,i30,2008,"222,500 km",Diesel,1.6,Ireland,No,6.0,"€2,650"
424,444,Ford,Mondeo,2011,"250,000 km",Diesel,2.0,Ireland,No,4.0,"€3,750"
425,445,Audi,A5,2017,"123,000 mi",Diesel,2.0,Ireland,UK,2.0,"€21,950"
426,446,Audi,Q2,2019,"59,850 km",Petrol,1.0,Ireland,Unknown,1.0,"€27,950"
427,447,Honda,HR-V,2022,"15,000 mi",Petrol Hybrid,1.5,Ireland,Unknown,1.0,€0
428,448,Toyota,RAV4,2002,"241,000 mi",Diesel,2.0,Ireland,No,6.0,"€1,950"
429,449,Nissan,Qashqai,2017,"105,250 km",Petrol,1.2,Ireland,No,1.0,"€15,950"
430,450,Citroen,Berlingo Multispace,2024,0 km,Diesel,1.5,Ireland,Unknown,0.0,"€33,500"
431,451,BMW,5-Series,2018,"143,004 km",Diesel,2.0,Ireland,No,1.0,"€27,990"
432,452,Volkswagen,ID.3,2024,4 km,Electric,1.6,Ireland,No,2.0,"€35,400"
433,453,Opel,Mokka,2018,"75,000 km",Petrol,1.4,Ireland,No,1.0,"€14,750"
434,454,Land Rover,Range Rover Evoque,2016,"188,000 km",Diesel,2.0,Ireland,No,4.0,"€15,950"
435,455,Jaguar,F-Pace,2017,"129,000 km",Diesel,2.0,Ireland,No,2.0,"€27,900"
436,456,Ford,Ranger,2022,"17,014 mi",Diesel,2.0,UK,No,0.0,£0
437,458,Toyota,Camry,2019,"30,000 km",Hybrid,2.5,Ireland,No,2.0,"€29,950"
438,459,Mini,Cooper,2015,"92,423 km",Petrol,1.5,Ireland,No,2.0,"€12,950"
439,460,Mercedes-Benz,B-Class,2016,"47,907 mi",Diesel,1.5,Ireland,No,1.0,"€15,950"
440,461,Mercedes-Benz,GLE-Class,2022,"25,258 mi",Hybrid,2.0,United Kingdom,No,1.0,"€82,990"
441,463,Vauxhall,Astra,2011,"221,000 mi",Diesel,2.0,Ireland,Unknown country,3.0,"€2,950"
442,464,Ford,Focus,2024,0 km,Petrol,1.0,Ireland,No,2.0,"€35,279"
443,465,Ford,Kuga,2010,"307,500 km",Diesel,2.0,Ireland,No,6.0,"€4,950"
444,466,Toyota,Yaris,2007,"263,000 km",Petrol,1.0,Ireland,No,6.0,"€1,850"
445,468,Nissan,Leaf,2024,0 km,Electric,1.6,Ireland,No,2.0,"€42,485"
446,469,Ford,Focus,2012,"151,000 mi",Diesel,1.6,Ireland,N. Ireland,3.0,"€6,000"
447,470,Mercedes-Benz,E-Class,2018,"96,000 km",Diesel,2.0,Ireland,No,3.0,"€32,950"
448,471,BMW,5-Series,2015,"74,380 km",Diesel,2.0,Ireland,No,2.0,"€17,900"
449,472,BMW,3-Series,2012,"350,000 km",Diesel,2.0,Ireland,UK,6.0,"€7,900"
450,473,Citroen,Berlingo Multispace,2023,10 km,Diesel,1.6,Ireland,Unknown,0.0,€123
451,474,Peugeot,2008,2021,"18,500 km",Petrol,1.2,Ireland,No,1.0,"€27,950"
452,475,Volkswagen,Tiguan Allspace,2021,"66,435 km",Diesel,2.0,Ireland,No,2.0,"€46,995"
453,476,BMW,5-Series,2019,"61,642 mi",Petrol Hybrid,2.0,Ireland,No,1.0,"€30,749"
454,477,Peugeot,308,2015,"132,000 km",Diesel,1.6,Ireland,No,3.0,"€9,950"
455,478,Volkswagen,T-Roc,2019,"33,600 km",Petrol,1.0,Ireland,No,1.0,"€23,995"
456,479,Ford,Kuga,2017,"128,000 mi",Diesel,1.5,Ireland,No,2.0,"€16,450"
457,480,Hyundai,Tucson,2021,"33,906 km",Diesel,1.6,Ireland,No,1.0,"€33,897"
458,481,Skoda,Octavia,2015,"187,000 km",Diesel,1.6,Ireland,No,5.0,"€12,250"
459,483,Hyundai,Tucson,2020,"100,000 km",Diesel,1.6,Ireland,No,1.0,"€25,900"
460,484,Mitsubishi,Mirage,2018,"27,000 mi",Petrol,1.2,Ireland,Unknown country,1.0,"€10,995"
461,485,BMW,5-Series,2010,"202,000 km",Diesel,3.0,Ireland,No,3.0,"€10,950"
462,486,Nissan,Qashqai,2015,"193,523 km",Diesel,1.5,Ireland,UK,2.0,"€11,750"
463,487,Nissan,Juke,2011,"132,999 km",Petrol,1.6,Ireland,No,4.0,"€7,500"
464,488,Dacia,Sandero,2021,"79,964 km",Petrol,1.0,Ireland,No,1.0,"€14,900"
465,489,Opel,Crossland X,2019,"40,296 km",Petrol,1.2,Ireland,No,1.0,"€17,495"
466,490,Audi,A3,2011,"187,210 km",Diesel,1.6,Ireland,UK,2.0,"€8,750"
467,491,Ford,Fiesta,2017,"191,000 mi",Diesel,1.5,Ireland,UK,1.0,"€5,950"
468,492,Peugeot,207,2010,"317,000 km",Diesel,1.4,Ireland,No,1.0,"€2,995"
469,493,Ford,Focus,2016,"142,000 km",Diesel,1.5,Ireland,No,3.0,"€12,500"
470,494,Renault,Clio,2016,"68,534 km",Petrol,1.1,Ireland,No,3.0,"€10,950"
471,495,BMW,X5,2020,"69,773 km",Petrol Plug-in Hybrid,3.0,Ireland,No,2.0,"€79,995"
472,496,Ford,Focus,2018,"193,000 km",Diesel,1.5,Ireland,No,1.0,"€9,500"
473,497,Mercedes-Benz,AMG,2017,109 mi,Petrol,3.0,Northern Ireland,No,2.0,"£23,995"
474,498,Land Rover,Discovery,2017,"64,000 mi",Diesel,2.0,United Kingdom,No,1.0,"£27,895"
475,499,Ford,Kuga,2018,"72,270 km",Diesel,1.5,Ireland,No,2.0,€0
476,501,Opel,Astra,2020,"126,000 km",Diesel,1.5,Ireland,No,1.0,"€17,750"
477,502,Volkswagen,Golf,2017,"106,000 mi",Diesel,1.6,Ireland,No,2.0,"€16,995"
478,503,Nissan,March,2018,"6,459 mi",Petrol,1.2,Ireland,Unknown,0.0,"€10,999"
479,504,Toyota,Aqua,2018,"70,000 mi",Petrol Hybrid,1.5,Ireland,Unknown,2.0,"€12,495"
480,506,Nissan,Juke,2015,"73,346 mi",Petrol,1.2,Ireland,N. Ireland,2.0,"€10,500"
481,507,Volkswagen,Polo,2016,"90,000 mi",Petrol,1.2,Ireland,UK,2.0,"€10,300"
482,508,Skoda,Superb,2024,0 km,Diesel,2.0,Ireland,No,2.0,"€45,800"
483,509,Ford,Puma,2022,"64,604 km",Petrol Hybrid,1.0,Ireland,No,2.0,"€23,900"
484,510,Suzuki,Alto,2013,"79,220 mi",Petrol,1.0,Ireland,N. Ireland,1.0,"€5,495"
485,512,Mazda,CX-5,2017,"96,173 km",Diesel,2.2,Ireland,No,2.0,"€18,950"
486,513,BMW,3-Series,2011,210 mi,Diesel,2.0,Ireland,UK,5.0,"€4,440"
487,514,Honda,Civic,2014,"310,000 km",Diesel,1.6,Ireland,UK,3.0,"€5,600"
488,515,Skoda,Octavia,2019,"43,582 mi",Diesel,1.6,Ireland,No,1.0,"€20,900"
489,516,Volkswagen,Touran,2017,"79,592 km",Diesel,1.6,Ireland,N. Ireland,1.0,"€21,950"
490,517,Hyundai,Tucson,2018,"81,000 km",Diesel,1.7,Ireland,No,2.0,"€23,950"
491,518,Porsche,911,2003,"107,550 mi",Petrol,3.6,Ireland,No,7.0,"€34,950"
492,519,Nissan,Note,2018,"42,100 mi",Hybrid,1.2,Ireland,No,2.0,"€14,950"
493,520,Volkswagen,T-Roc,2019,"110,723 km",Diesel,1.6,Ireland,No,2.0,"€19,950"
494,521,Volkswagen,Golf,2021,"82,000 km",Diesel,2.0,Ireland,No,2.0,"€28,950"
495,522,Skoda,Karoq,2019,"68,000 mi",Petrol,1.0,Ireland,No,2.0,"€21,995"
496,523,BMW,3-Series,2014,"143,000 mi",Diesel,2.0,Ireland,No,2.0,"€10,999"
497,524,Audi,A3,2015,"55,399 mi",Petrol,1.4,Ireland,No,2.0,"€17,450"
498,525,Hyundai,Santa Fe,2019,"77,823 km",Diesel,2.2,Ireland,No,1.0,"€36,995"
499,526,Toyota,Camry,2018,"70,000 mi",Petrol Hybrid,2.5,Ireland,Unknown country,1.0,"€23,900"
500,527,Peugeot,3008,2023,"29,000 km",Diesel,1.5,Ireland,No,1.0,"€36,950"
501,528,BMW,iX1,2024,1 km,Electric,1.6,Ireland,No,2.0,"€59,175"
502,529,Citroen,C5 Aircross,2023,"21,049 km",Diesel,1.5,Ireland,No,2.0,"€36,995"
503,530,BMW,3-Series,2020,"78,583 mi",Hybrid,2.0,United Kingdom,No,1.0,"€30,990"
504,531,Audi,A1,2017,"70,999 km",Petrol,1.0,Ireland,No,1.0,"€16,950"
505,532,Kia,Ceed,2007,"191,251 km",Petrol,1.6,Ireland,No,11.0,"€2,800"
506,533,Audi,A3,2020,"61,959 km",Petrol,1.5,Ireland,No,1.0,"€31,850"
507,534,Nissan,Qashqai+2,2014,"226,000 km",Diesel,1.5,Ireland,No,4.0,"€5,700"
508,535,Audi,A6,2017,"87,000 mi",Diesel,3.0,Ireland,No,0.0,"€34,900"
509,536,Ford,Kuga,2021,"43,674 km",Diesel,1.5,Ireland,No,1.0,€0
510,537,Volkswagen,Jetta,2018,"168,279 km",Diesel,2.0,Ireland,No,2.0,"€16,450"
511,538,Audi,S3,2015,"83,578 mi",Petrol,2.0,Ireland,No,4.0,"€26,950"
512,539,Toyota,Sienta,2018,"73,021 mi",Hybrid,1.5,Ireland,No,2.0,"€17,950"
513,540,Volkswagen,Golf,2011,"159,000 mi",Diesel,1.6,Ireland,UK,4.0,"€6,795"
514,541,SEAT,Ateca,2020,"134,200 km",Diesel,2.0,Ireland,No,2.0,"€26,950"
515,542,Volkswagen,Golf,2012,"158,000 mi",Diesel,1.6,Ireland,UK,1.0,"€6,850"
516,544,Audi,A6,2011,"318,000 km",Diesel,2.0,Ireland,UK,5.0,"€5,500"
517,545,Toyota,Hilux,2014,"200,000 mi",Diesel,2.5,Ireland,UK,3.0,"€12,000"
518,546,Toyota,Corolla,2017,"119,800 km",Diesel,1.4,Ireland,No,3.0,"€13,500"
519,547,Hyundai,Tucson,2017,"95,584 mi",Diesel,1.7,Northern Ireland,No,1.0,"€18,450"
520,548,Ford,S-MAX,2010,"147,000 mi",Diesel,2.0,Ireland,UK,1.0,"€1,950"
521,549,BMW,5-Series,2017,"111,888 mi",Diesel,2.0,Ireland,No,5.0,"€29,950"
522,550,Fiat,500,2015,"57,212 mi",Petrol,1.2,Ireland,No,3.0,"€10,950"
523,551,Vauxhall,Astra,2015,"105,000 mi",Diesel,1.6,Ireland,UK,1.0,"€7,500"
524,552,Opel,Mokka,2013,"255,000 km",Diesel,1.7,Ireland,No,2.0,"€5,999"
525,553,Peugeot,5008,2021,"160,500 km",Diesel,1.5,Ireland,No,1.0,"€30,900"
