index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
8380,Volkswagen,Golf,2005,249073,Petrol,1.4,Ireland,No,6.0,2550
8381,Volkswagen,Golf,2014,102000,Petrol,1.4,Ireland,Unknown country,1.0,13750
8382,Suzuki,Vitara,2018,82000,Petrol,1.6,Ireland,N. Ireland,2.0,16950
8383,Ford,Fiesta,2019,76898,Petrol,1.1,Ireland,No,2.0,13750
8384,Opel,Corsa,2012,190000,Petrol,1.2,Ireland,No,2.0,4750
8385,Ford,Focus,2008,214496,Petrol,1.4,Ireland,No,11.0,2450
8386,Skoda,Kodiaq,2018,163500,Diesel,2.0,Ireland,No,2.0,28995
8387,Volkswagen,Tiguan,2013,69989,Diesel,2.0,Ireland,No,2.0,13995
8388,BMW,5-Series,2021,20917,Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,39950
8389,Suzuki,Swift,2010,139000,Petrol,1.3,Ireland,UK,5.0,3900
8390,Mercedes-Benz,E-Class,2005,144844,Petrol,1.8,Ireland,No,2.0,1350
8391,Volkswagen,Polo,2014,131500,Petrol,1.0,Ireland,No,5.0,9000
8392,Toyota,Corolla,2012,226000,Diesel,1.4,Ireland,No,4.0,6250
8393,Hyundai,i20,2015,137956,Petrol,1.4,Ireland,N. Ireland,2.0,11495
8394,Mercedes-Benz,E-Class,2011,233305,Diesel,2.1,Ireland,No,5.0,7750
8395,Hyundai,Tucson,2017,162509,Diesel,1.7,Ireland,UK,2.0,16950
8396,Mercedes-Benz,E-Class,2014,127999,Diesel,2.1,Ireland,UK,3.0,16950
8397,Hyundai,i30,2016,174500,Diesel,1.6,Ireland,No,3.0,10900
8398,Audi,A6,2015,228478,Diesel,2.0,Ireland,UK,1.0,22800
8399,Citroen,C4,2022,19063,Petrol,1.2,Ireland,No,1.0,27900
8400,Toyota,C-HR,2021,43777,Hybrid,1.8,Ireland,No,1.0,29950
8401,Vauxhall,Mokka,2013,218824,Diesel,1.7,Ireland,UK,2.0,6250
8402,Volkswagen,Golf,2015,186000,Petrol,1.2,Ireland,No,1.0,10450
8403,Nissan,Juke,2023,100,Petrol,1.6,Ireland,No,2.0,31425
8404,Ford,Focus,2012,271000,Diesel,1.6,Ireland,No,3.0,4500
8405,Honda,CR-V,2008,183426,Diesel,2.2,Ireland,UK,4.0,6000
8406,Mercedes-Benz,E-Class,2014,241839,Diesel,3.0,Ireland,UK,3.0,21950
8407,Renault,Clio,2016,95000,Petrol,1.1,Ireland,No,2.0,10990
8408,Volkswagen,Passat,2016,253000,Diesel,2.0,Ireland,No,2.0,15300
8409,Volkswagen,Passat,2012,287000,Diesel,2.0,Ireland,UK,1.0,4750
8410,Fiat,500X,2016,75131,Petrol,1.6,Ireland,N. Ireland,1.0,11950
8411,Mercedes-Benz,CL-Class,2003,183426,Petrol,5.5,Ireland,No,2.0,19900
8412,Toyota,Corolla,2005,211833,Petrol,1.4,Ireland,No,4.0,2000
8413,Honda,VEZEL,2020,34458,Hybrid,1.5,Ireland,No,2.0,27950
8414,Toyota,Auris,2016,181998,Diesel,1.4,Ireland,No,2.0,12950
8415,Jaguar,XE,2015,204343,Diesel,2.0,Ireland,N. Ireland,1.0,5500
8416,Volvo,V60,2016,238132,Diesel,2.0,Ireland,UK,1.0,12850
8417,BMW,5-Series,2012,283184,Diesel,2.0,Ireland,UK,6.0,12000
8419,Dacia,Logan,2016,87700,Petrol,1.1,Ireland,No,2.0,7650
8420,Citroen,DS 3,2017,101489,Petrol,1.2,Ireland,No,1.0,10950
8421,Hyundai,Tucson,2021,74109,Diesel,1.6,Ireland,No,1.0,34950
8422,Mini,Cooper,2011,176990,Petrol,1.6,Ireland,Unknown country,2.0,5999
8423,BMW,2-Series,2019,65736,Petrol,1.5,Northern Ireland,No,1.0,27950
8424,Peugeot,Partner,2018,47906,Diesel,1.6,Ireland,No,1.0,19950
8425,Volkswagen,Passat,2013,143999,Petrol,1.4,Ireland,No,1.0,11950
8426,SEAT,Ibiza,2017,59000,Petrol,1.0,Ireland,No,3.0,11100
8427,Volkswagen,Golf,2013,159291,Petrol,1.2,Ireland,UK,1.0,10450
8428,Toyota,Corolla,2018,78841,Petrol,1.4,Ireland,Unknown,1.0,17950
8430,Volkswagen,Scirocco,2012,120675,Petrol,1.4,Ireland,UK,1.0,10995
8431,Audi,A6,2015,181750,Diesel,2.0,Ireland,No,2.0,17350
8434,Peugeot,3008,2020,109106,Diesel,1.5,Ireland,No,1.0,23950
8435,Land Rover,Discovery Sport,2016,141592,Diesel,2.0,Ireland,No,5.0,21950
8436,BMW,X1,2016,146131,Diesel,2.0,Ireland,No,2.0,19995
8438,Volkswagen,Kombi,2016,272072,Diesel,2.0,Ireland,Unknown,4.0,32450
8439,Volkswagen,Golf,2013,77000,Petrol,1.2,Ireland,No,1.0,11750
8440,Kia,Sportage,2024,7,Petrol Hybrid,1.6,Ireland,No,2.0,48100
8441,BMW,3-Series,2020,143000,Diesel Hybrid,2.0,Northern Ireland,No,1.0,34995
8442,Audi,A6,2019,194689,Diesel,2.0,Ireland,No,1.0,31950
8443,Toyota,C-HR,2021,31425,Hybrid,1.8,Ireland,No,1.0,30950
8444,Volvo,XC60,2015,226000,Diesel,2.4,Ireland,UK,1.0,14950
8445,Renault,Captur,2020,72405,Diesel,1.5,United Kingdom,No,1.0,21950
8446,Citroen,C5,2010,254000,Diesel,1.6,Ireland,UK,3.0,1950
8447,Volkswagen,Tiguan,2014,70000,Petrol,1.4,Ireland,No,2.0,15950
8448,Toyota,Corolla,2020,131682,Hybrid,1.8,Northern Ireland,No,1.0,19900
8449,Toyota,Prius,2020,16101,Petrol Hybrid,1.8,Ireland,Unknown,0.0,23950
8450,Nissan,Pulsar,2016,183000,Diesel,1.5,Ireland,No,2.0,8950
8451,Peugeot,308,2023,5000,Petrol,1.5,Ireland,No,1.0,34950
8452,Volkswagen,e-up!,2024,4,Electric,1.6,Ireland,No,2.0,19499
8454,Nissan,Qashqai,2014,238702,Diesel,1.6,Ireland,No,2.0,9195
8455,Renault,Kadjar,2022,53208,Petrol,1.3,Ireland,No,1.0,28900
8456,Volkswagen,Golf,2015,114000,Petrol,2.0,Ireland,Unknown country,3.0,23950
8457,Jaguar,XF,2016,138374,Diesel,2.0,Ireland,UK,3.0,17200
8458,Volkswagen,Touran,2013,160304,Diesel,1.6,Ireland,No,1.0,10950
8459,Nissan,Leaf,2019,100000,Electric,1.6,Ireland,No,2.0,15500
8460,BMW,X5,2015,322,Diesel,2.0,Ireland,UK,1.0,22750
8461,BMW,5-Series,2019,89530,Petrol Plug-in Hybrid,2.0,Ireland,UK,2.0,33950
8462,Volvo,XC60,2009,286743,Diesel,2.4,Ireland,No,2.0,5000
8463,Mercedes-Benz,A-Class,2014,63556,Petrol,1.6,Ireland,Unknown,2.0,15995
8464,Honda,Fit,2018,93000,Hybrid,1.5,Ireland,Unknown,1.0,12950
8465,Nissan,Qashqai,2016,147380,Diesel,1.5,Ireland,UK,2.0,14499
8466,Renault,Captur,2016,133547,Diesel,1.5,Ireland,No,2.0,14950
8467,Audi,S3,2012,112971,Petrol,2.0,Ireland,UK,2.0,16950
8468,Kia,Sportage,2017,120564,Diesel,1.7,Ireland,N. Ireland,1.0,17700
8469,Kia,Sportage,2022,29000,Diesel,1.6,Ireland,No,1.0,39995
8470,Alfa Romeo,Mito,2015,113917,Petrol,1.4,Ireland,Unknown country,2.0,8450
8471,Toyota,Avensis,2008,268531,Petrol,1.6,Ireland,No,4.0,2000
8472,BMW,i5,2024,1,Electric,1.6,Ireland,No,2.0,131345
8473,Ford,C-MAX,2014,225260,Diesel,2.0,Ireland,No,2.0,6499
8474,Renault,Twingo,2016,97452,Petrol,1.0,Ireland,UK,4.0,6500
8475,BMW,5-Series,2018,143,Diesel,2.0,Ireland,UK,2.0,23000
8476,Hyundai,IONIQ 6,2023,22526,Electric,1.6,Northern Ireland,No,1.0,39519
8477,Audi,A4,2015,220000,Diesel,2.0,Ireland,UK,1.0,14000
8478,Volkswagen,Passat,2014,198551,Diesel,1.6,Ireland,UK,3.0,9250
8479,Hyundai,Tucson,2023,12014,Petrol Plug-in Hybrid,1.6,Ireland,No,1.0,44950
8480,Volvo,V60,2013,265485,Diesel,2.0,Ireland,UK,2.0,6500
8481,Renault,Koleos,2021,36858,Diesel,1.7,Ireland,No,2.0,37490
8482,Toyota,Corolla,2010,169321,Petrol,1.4,Ireland,No,3.0,3800
8483,Opel,Zafira,2017,98954,Diesel,1.6,Ireland,No,3.0,14900
8484,Nissan,Navara,2021,30000,Diesel,2.3,United Kingdom,No,2.0,37895
8485,Skoda,ENYAQ,2023,1,Electric,1.6,Ireland,No,1.0,47950
8486,BMW,7-Series,2017,151000,Diesel,3.0,Ireland,N. Ireland,3.0,36000
8487,Audi,Q2,2020,20600,Petrol,1.0,Ireland,Unknown country,2.0,31490
8488,Volvo,V60,2016,239741,Diesel,2.0,Ireland,UK,2.0,11750
8489,Volkswagen,Polo,2012,68890,Petrol,1.2,Ireland,Unknown country,1.0,8950
8490,BMW,1-Series,2022,13900,Petrol,1.5,Ireland,No,0.0,29850
8491,Volkswagen,Golf,2014,208000,Diesel,2.0,Ireland,UK,2.0,13500
8492,Volkswagen,Golf,2015,105000,Petrol,1.2,Ireland,Unknown country,2.0,13750
8493,Hyundai,Tucson,2019,64,Diesel,1.6,Ireland,No,2.0,21495
8494,Renault,Megane,2018,160198,Diesel,1.5,Ireland,No,2.0,16995
8495,Mini,Cooper,2021,25043,Electric,1.6,Ireland,No,2.0,26950
8496,Kia,Sportage,2012,175000,Diesel,2.0,Ireland,No,6.0,8500
8497,Audi,A1,2013,169124,Diesel,1.6,Ireland,No,3.0,8995
8498,Volkswagen,Polo,2014,93495,Petrol,1.2,Ireland,Unknown country,2.0,10995
8499,Volkswagen,Polo,2014,69696,Petrol,1.2,Ireland,No,2.0,13450
8500,Honda,Fit,2016,114,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,10500
8501,Audi,A6,2016,174500,Diesel,2.0,Ireland,UK,2.0,22500
8502,Mercedes-Benz,GLC-Class,2021,21539,Diesel,2.0,Ireland,No,1.0,48900
8503,Volkswagen,Amarok,2024,4,Diesel,2.0,Ireland,No,2.0,60480
8504,Nissan,Micra,2021,110999,Petrol,1.0,Ireland,No,1.0,17995
8505,Lamborghini,Huracan,2018,22124,Petrol,5.2,Ireland,No,3.0,339995
8506,Renault,Zoe,2019,71705,Electric,1.6,Ireland,No,3.0,11950
8507,Ford,Kuga,2021,35029,Diesel,1.5,Ireland,No,1.0,29950
8508,Ford,Focus,2010,148756,Diesel,1.6,Ireland,No,5.0,3950
8509,Toyota,C-HR,2019,38319,Hybrid,1.8,Ireland,No,1.0,26888
8510,Mercedes-Benz,A-Class,2019,160556,Diesel,1.5,Ireland,No,1.0,25800
8512,Nissan,Qashqai,2019,100019,Diesel,1.5,Ireland,No,2.0,21750
8513,BMW,5-Series,2023,21722,Petrol Plug-in Hybrid,2.0,United Kingdom,No,2.0,61495
8514,Volkswagen,T-CROSS,2021,44834,Petrol,1.0,Ireland,No,2.0,21000
8515,Volkswagen,Caddy,2017,175000,Diesel,2.0,Ireland,No,4.0,11000
8516,Ford,Galaxy,2018,250000,Diesel,2.0,Ireland,UK,4.0,0
8517,Volkswagen,Golf,2017,156031,Diesel,1.6,Ireland,No,1.0,8995
8519,Ford,Focus,2012,154000,Diesel,1.6,Ireland,No,5.0,6300
8520,SEAT,Leon,2022,80221,Petrol Plug-in Hybrid,1.4,United Kingdom,No,1.0,24450
8522,Renault,Fluence,2012,199999,Diesel,1.5,Ireland,No,5.0,5950
8523,Renault,Zoe,2020,41000,Electric,1.6,Ireland,No,1.0,20950
8524,Toyota,Prius,2018,117869,Hybrid,1.8,Ireland,No,1.0,19950
8525,BMW,X3,2023,14348,Diesel,2.0,Ireland,No,1.0,74995
8526,Nissan,Qashqai,2020,74126,Diesel,1.5,Ireland,No,1.0,29995
8527,Dacia,Duster,2020,99133,Diesel,1.5,Ireland,No,2.0,16000
8528,Kia,Niro,2019,93705,Hybrid,1.6,Ireland,No,3.0,23500
8529,Mercedes-Benz,A-Class,2016,30686,Petrol,1.6,Ireland,Unknown country,1.0,21499
8530,Land Rover,Range Rover Evoque,2016,222042,Diesel,2.0,Ireland,UK,1.0,13950
8531,Nissan,Juke,2013,128741,Petrol,1.6,Ireland,N. Ireland,1.0,7000
8532,Audi,A3,2024,24,Diesel,2.0,Ireland,No,2.0,42347
8533,Dacia,Sandero,2020,58899,Petrol,1.0,Ireland,No,1.0,13900
8534,Toyota,Corolla,2021,54000,Petrol Hybrid,1.8,Ireland,No,1.0,27500
8535,Honda,Fit,2012,118000,Petrol Hybrid,1.3,Ireland,Unknown country,2.0,7250
8536,Peugeot,Partner,2018,24153,Diesel,1.6,Other,No,0.0,123
8537,Kia,e-Niro,2022,55000,Electric,1.6,United Kingdom,No,1.0,30250
8539,Nissan,Qashqai,2014,218111,Diesel,1.5,Ireland,No,2.0,8850
8540,Audi,A6,2018,209000,Diesel,2.0,Ireland,No,3.0,27950
8541,Mini,Paceman,2013,137000,Petrol,1.6,Ireland,N. Ireland,2.0,8500
8542,Mercedes-Benz,GLE-Class,2021,70000,Diesel,2.0,Ireland,No,1.0,72900
8543,Hyundai,Santa Fe,2007,264750,Diesel,2.2,Ireland,No,3.0,2690
8544,Mazda,CX-5,2016,124000,Diesel,2.2,Ireland,No,2.0,15950
8545,Audi,A7,2024,24,Petrol Hybrid,2.0,Ireland,No,2.0,98476
8546,Volvo,V40,2016,38548,Petrol,1.5,Ireland,No,1.0,18950
8547,Volkswagen,Passat,2019,97000,Petrol,1.5,Ireland,No,2.0,24995
8548,Renault,Clio,2010,134138,Ethanol Petrol,1.1,Ireland,No,6.0,4950
8549,BMW,iX3,2022,37894,Electric,1.6,Ireland,No,2.0,59950
8550,Land Rover,Discovery Sport,2016,132216,Diesel,2.0,Ireland,No,3.0,21950
8551,Jaguar,XE,2018,116818,Diesel,2.0,Other,No,1.0,24995
8552,Land Rover,Discovery Sport,2024,105,Petrol Plug-in Hybrid,1.5,Ireland,No,2.0,85900
8553,Peugeot,Partner,2018,32502,Diesel,1.6,Ireland,No,2.0,20500
8554,Honda,VEZEL,2020,60201,Hybrid,1.5,Ireland,No,2.0,26950
8555,Audi,Q5,2017,180208,Diesel,2.0,Ireland,UK,1.0,37950
8556,Ford,Puma,2021,69000,Petrol Hybrid,1.0,Ireland,UK,1.0,23950
8557,BMW,X5,2016,165727,Diesel,3.0,Northern Ireland,No,2.0,40750
8558,Volkswagen,Golf,2014,107715,Petrol,1.2,Ireland,Unknown country,2.0,12750
8559,BMW,5-Series,2012,265000,Diesel,2.0,Ireland,UK,1.0,7995
8560,Fiat,Tipo,2018,74014,Diesel,1.6,Ireland,No,4.0,9950
8561,Skoda,Superb,2015,245215,Diesel,2.0,Ireland,No,2.0,12950
8562,Audi,A3,2013,153215,Petrol,1.4,Ireland,UK,1.0,11500
8563,Jaguar,XF,2009,134000,Diesel,3.0,Ireland,No,4.0,6350
8564,Land Rover,Range Rover Evoque,2016,77000,Diesel,2.0,Ireland,UK,1.0,23995
8565,Toyota,Proace,2021,71146,Diesel,1.5,Ireland,No,1.0,20950
8566,Toyota,Auris,2013,140768,Diesel,1.4,Ireland,No,3.0,9750
8567,Volkswagen,Transporter,2024,4,Diesel,2.0,Ireland,No,2.0,40040
8568,Renault,Captur,2017,42742,Diesel,1.5,Ireland,Unknown,3.0,12500
8569,Mini,Cooper,2015,206875,Diesel,1.6,Ireland,No,2.0,8500
8571,Land Rover,Range Rover Evoque,2017,134999,Diesel,2.0,Ireland,UK,1.0,26950
8572,Volvo,XC90,2016,209000,Diesel,2.0,Ireland,No,2.0,36950
8573,Renault,Grand Megane,2014,196298,Diesel,1.5,Ireland,No,3.0,5950
8574,Honda,Civic,2012,284793,Diesel,2.2,Ireland,No,4.0,6250
8575,Dacia,Duster,2022,49398,Petrol,1.0,Ireland,No,1.0,22400
8576,SEAT,Ateca,2019,70170,Diesel,2.0,Ireland,UK,2.0,24950
8577,Ford,Focus,2008,193421,Diesel,1.6,Ireland,UK,2.0,3850
8578,Hyundai,Santa Fe,2020,89999,Diesel,2.2,Ireland,No,2.0,42995
8579,Volkswagen,Golf,2016,236523,Diesel,1.6,Ireland,No,3.0,11950
8580,Hyundai,i40,2016,175381,Diesel,1.7,Ireland,UK,1.0,12990
8581,Land Rover,Range Rover,2015,167336,Diesel,4.4,United Kingdom,No,3.0,26325
8582,Volkswagen,Golf,2010,215000,Diesel,2.0,Ireland,No,6.0,8850
8583,Audi,A1,2014,98205,Petrol,1.4,Ireland,Unknown country,1.0,13900
8584,Audi,Q3,2016,46999,Petrol,1.4,Ireland,No,2.0,22950
8585,Volkswagen,Golf,2011,287000,Diesel,1.6,Ireland,No,2.0,3950
8586,BMW,2-Series,2016,264479,Diesel,1.5,Ireland,UK,2.0,8999
8587,Ford,Galaxy,2017,105000,Diesel,2.0,Ireland,No,2.0,22950
8588,Skoda,Octavia,2017,99836,Diesel,2.0,Ireland,UK,1.0,22950
8589,Hyundai,ix35,2013,173000,Diesel,1.7,Ireland,No,4.0,9999
8590,Volvo,V40,2014,150000,Diesel,1.6,Ireland,No,2.0,9990
8592,Honda,Fit,2016,74014,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,12390
8593,Volkswagen,Passat,2017,202983,Diesel,2.0,Ireland,UK,2.0,16495
8594,Honda,Shuttle,2018,98036,Petrol Hybrid,1.5,Ireland,No,2.0,15990
8595,Mini,Cooper,2022,4859,Electric,1.6,Ireland,No,2.0,26950
8596,Cupra,LEON,2022,589,Petrol Plug-in Hybrid,1.4,Ireland,No,2.0,39995
8597,Mercedes-Benz,CLA-Class,2023,4563,Petrol Plug-in Hybrid,1.3,Ireland,No,1.0,61950
8598,Volkswagen,e-up!,2023,600,Electric,1.6,Ireland,No,1.0,17950
8599,Dacia,Duster,2022,59085,Diesel,1.5,Ireland,No,1.0,23790
8602,Honda,Jazz,2018,69500,Petrol,1.3,Ireland,No,2.0,15495
8603,Peugeot,5008,2022,50000,Diesel,1.5,Ireland,No,1.0,42950
8604,Ford,Fiesta,2015,79000,Petrol,1.0,Ireland,No,1.0,10995
8605,Nissan,Pulsar,2015,177252,Diesel,1.5,Ireland,N. Ireland,2.0,9500
8606,Mercedes-Benz,E-Class,2011,397288,Diesel,2.1,Ireland,No,4.0,6950
8607,Toyota,Corolla,2018,150000,Diesel,1.4,Ireland,No,2.0,15900
8608,Honda,Civic,2016,128000,Diesel,1.6,Ireland,No,4.0,13995
8609,Toyota,Vitz,2013,62000,Petrol,1.0,Ireland,Unknown country,2.0,6500
8610,BMW,M3,2013,62751,Petrol,4.0,Ireland,UK,1.0,39950
8611,Toyota,Yaris,2017,108000,Petrol,1.0,Ireland,No,1.0,12999
8612,Hyundai,Tucson,2022,47967,Diesel,1.6,Ireland,No,1.0,31900
8613,Jaguar,XE,2015,157199,Diesel,2.0,Ireland,UK,3.0,14495
8614,Volkswagen,Passat,2016,118000,Petrol,1.4,Other,No,1.0,18995
8615,Opel,Mokka,2023,19331,Petrol,1.2,Ireland,No,1.0,28495
8616,Skoda,ENYAQ,2023,60,Electric,1.6,Ireland,No,2.0,54500
8617,Volkswagen,Polo,2018,19889,Petrol,1.0,Ireland,No,2.0,18950
8618,Volkswagen,Polo,2013,171198,Petrol,1.2,Ireland,No,6.0,6450
8619,Hyundai,Tucson,2017,139216,Diesel,1.7,Ireland,No,1.0,19495
8620,Citroen,Grand C4 Picasso,2017,135960,Diesel,1.6,Ireland,N. Ireland,1.0,15999
8621,Audi,Q4 e-tron,2024,18,Electric,1.6,Ireland,No,2.0,62575
8622,Audi,A5,2012,227500,Diesel,2.0,Ireland,UK,2.0,9500
8623,Ford,Focus,2019,107803,Diesel,1.5,Ireland,No,1.0,16950
8624,Volkswagen,Polo,2016,39000,Petrol,1.2,Ireland,Unknown,1.0,14495
8625,Toyota,Avensis,2014,297665,Diesel,2.0,Ireland,No,2.0,6950
8626,Honda,Insight,2011,127215,Petrol Hybrid,1.3,Ireland,Unknown country,1.0,7450
8627,BMW,2-Series,2017,107454,Diesel,2.0,Ireland,No,2.0,19950
8628,Toyota,Corolla,2021,29700,Hybrid,1.8,Ireland,No,2.0,27950
8629,BMW,i4,2023,501,Electric,1.6,Ireland,No,2.0,76950
8630,Volkswagen,Passat,2017,143973,Diesel,1.6,Ireland,No,3.0,16950
8631,Audi,S3,2014,99000,Petrol,2.0,Ireland,No,2.0,26900
8632,Mini,Countryman,2017,149841,Diesel,2.0,Ireland,No,1.0,24888
8633,Opel,Corsa,2024,0,Electric,1.6,Ireland,No,2.0,36668
8634,Toyota,Landcruiser,2015,196298,Diesel,3.0,Ireland,No,2.0,25600
8635,Audi,A6,2021,46378,Diesel Hybrid,2.0,Ireland,No,1.0,47800
8636,Audi,A1,2014,146851,Diesel,1.6,Ireland,N. Ireland,1.0,11950
8637,BMW,3-Series,2016,305710,Diesel,2.0,Ireland,UK,2.0,11950
8638,Ford,Puma,2021,62912,Petrol Hybrid,1.0,United Kingdom,No,1.0,23950
8640,Ford,Focus,2015,168910,Diesel,1.5,United Kingdom,No,2.0,11949
8641,BMW,i3,2021,16586,Electric,1.6,Ireland,No,2.0,28950
8642,Hyundai,KONA,2021,35000,Petrol Hybrid,1.6,Ireland,UK,1.0,23500
8643,Ford,Fiesta,2015,133932,Petrol,1.2,Northern Ireland,No,1.0,9449
8644,Renault,Captur,2015,117457,Diesel,1.5,Ireland,No,1.0,10950
8645,Volkswagen,Golf,2013,233303,Petrol,1.2,Ireland,UK,2.0,12495
8646,Land Rover,Range Rover Evoque,2020,35194,Diesel,2.0,Ireland,No,2.0,40945
8647,Volvo,XC60,2015,107782,Diesel,2.0,Ireland,No,4.0,1
8648,Renault,Clio,2011,223066,Ethanol Petrol,1.1,Ireland,No,3.0,3650
8649,Honda,Jade,2015,104585,Petrol,1.5,Ireland,Unknown country,1.0,15950
8650,Citroen,C4 Cactus,2016,113278,Diesel,1.6,Ireland,No,2.0,13450
8651,Vauxhall,Astra,2016,234914,Diesel,1.6,Ireland,N. Ireland,1.0,6750
8652,Peugeot,2008,2017,122926,Diesel,1.6,Ireland,No,5.0,13450
8653,Citroen,Grand C4 Picasso,2019,71434,Diesel,2.0,Ireland,No,1.0,26950
8654,Skoda,Octavia,2013,110600,Diesel,1.6,Ireland,UK,1.0,7950
8655,Mercedes-Benz,GLA-Class,2024,10,Petrol Plug-in Hybrid,1.3,Ireland,No,2.0,68401
8656,Mercedes-Benz,CLA-Class,2020,71964,Petrol,1.3,Ireland,No,2.0,34888
8657,Audi,A4,2014,130,Diesel,2.0,Ireland,No,3.0,13995
8658,Ford,Focus,2011,289781,Diesel,1.6,Ireland,UK,3.0,3350
8659,Citroen,C4,2024,2,Petrol,1.2,Ireland,No,2.0,32500
8660,Hyundai,i30,2020,75000,Diesel,1.6,Ireland,N. Ireland,1.0,19250
8661,Audi,A4,2020,143000,Diesel,2.0,Northern Ireland,No,1.0,33500
8662,Renault,Captur,2022,31700,Petrol,1.0,Ireland,No,2.0,27995
8663,Peugeot,3008,2012,280000,Diesel,1.6,Ireland,No,3.0,3595
8664,Audi,A3,2020,96200,Diesel,1.6,Ireland,No,1.0,26995
8666,Mercedes-Benz,E-Class,2010,327716,Diesel,2.1,Ireland,No,4.0,5950
8667,Audi,Q5,2022,19685,Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,57900
8668,Hyundai,Santa Fe,2017,156073,Diesel,2.2,Ireland,No,2.0,0
8669,Skoda,Kodiaq,2021,82974,Diesel,2.0,Ireland,No,2.0,38975
8670,Volkswagen,Golf,2015,80629,Petrol,1.2,Ireland,No,2.0,13450
8671,Volvo,XC60,2014,185000,Diesel,2.0,Ireland,No,3.0,13500
8672,Ford,Mondeo,2011,234000,Diesel,2.0,Ireland,No,3.0,3750
8673,Opel,Mokka,2017,89846,Petrol,1.4,Ireland,No,1.0,11900
8674,Hyundai,i40,2013,129000,Diesel,1.7,Ireland,No,1.0,8950
8675,Kia,Picanto,2021,30000,Petrol,1.0,Ireland,No,2.0,13500
8676,Nissan,Serena,2019,55687,Hybrid,2.0,Ireland,No,2.0,25950
8677,Volkswagen,Polo,2015,79000,Petrol,1.0,Ireland,No,3.0,11000
8678,Skoda,KAMIQ,2023,25000,Petrol,1.0,Ireland,No,1.0,26950
8679,Mercedes-Benz,S-Class,2010,176990,Diesel,3.0,Ireland,No,9.0,12990
8680,Nissan,X-Trail,2016,208000,Diesel,1.6,Ireland,UK,2.0,13750
8681,Audi,A7,2014,214383,Diesel,3.0,Ireland,No,3.0,19500
8682,Honda,Fit,2019,94999,Hybrid,1.5,Ireland,No,2.0,15450
8683,Honda,Fit,2014,111470,Petrol Hybrid,1.5,Ireland,Unknown,0.0,9999
8684,Volkswagen,Up!,2014,39420,Petrol,1.0,Ireland,No,2.0,8995
8685,Toyota,Yaris,2005,339,Petrol,1.0,Ireland,UK,4.0,1150
8686,Volkswagen,ID.5,2023,10,Electric,1.6,Ireland,No,2.0,45950
8687,Volkswagen,Golf,2016,92672,Petrol,1.2,Ireland,No,1.0,16950
8688,Mercedes-Benz,A-Class,2017,179001,Diesel,1.5,Ireland,UK,1.0,18995
8689,Ford,B-MAX,2013,167000,Diesel,1.5,Ireland,No,1.0,7900
8690,Ford,Fiesta,2014,89923,Petrol,1.2,Ireland,No,4.0,7500
8692,Ford,Mondeo,2019,149582,Diesel,2.0,Ireland,No,1.0,17450
8693,Kia,Ceed,2012,215000,Diesel,1.6,Ireland,No,11.0,2950
8694,Ford,Focus,2013,1,Diesel,1.6,Ireland,N. Ireland,2.0,6250
8695,Renault,Megane,2019,120000,Petrol,1.3,Ireland,No,2.0,16950
8696,Land Rover,Range Rover Sport,2012,183426,Diesel,3.0,Ireland,No,8.0,15950
8697,BMW,3-Series,2016,62751,Petrol Plug-in Hybrid,2.0,Ireland,UK,2.0,19500
8698,Skoda,Superb,2014,226328,Diesel,1.6,Ireland,No,2.0,8950
8699,Hyundai,Tucson,2016,135491,Diesel,1.7,Ireland,No,2.0,18500
8700,Audi,A1,2013,210000,Petrol,1.4,Ireland,Unknown country,2.0,8950
8701,Nissan,Pulsar,2016,79150,Petrol,1.2,Ireland,No,3.0,11500
8702,Land Rover,Range Rover Sport,2016,156073,Diesel,3.0,United Kingdom,No,1.0,23985
8703,Audi,A7,2015,163661,Diesel,3.0,Ireland,UK,3.0,24450
8704,Nissan,Leaf,2024,100,Electric,1.6,Ireland,No,2.0,29995
8705,BMW,Other,2018,80289,Diesel,2.0,Ireland,No,1.0,25899
8706,Hyundai,i30,2010,250,Diesel,1.6,Ireland,No,3.0,2150
8707,Ford,Fiesta,2020,110622,Petrol,1.1,Ireland,No,1.0,14490
8708,Mercedes-Benz,C-Class,2010,84472,Petrol,6.2,Ireland,UK,1.0,39995
8709,Mitsubishi,Outlander,2015,214802,Diesel,2.3,Ireland,UK,2.0,14950
8710,Subaru,Impreza,2002,193080,Petrol,2.0,United Kingdom,No,2.0,5000
8711,Skoda,Citigo,2015,116652,Petrol,1.0,Ireland,No,5.0,6499
8712,BMW,3-Series,2013,241350,Diesel,2.0,Ireland,UK,3.0,15000
8713,Hyundai,ix20,2020,7614,Petrol,1.6,Ireland,No,2.0,14950
8714,Peugeot,Partner,2011,222042,Diesel,1.6,Ireland,UK,1.0,3975
8715,Hyundai,Tucson,2021,58295,Diesel,1.6,Ireland,No,1.0,29945
8716,Hyundai,Tucson,2018,77263,Diesel,1.7,Ireland,UK,1.0,22500
8717,Toyota,C-HR,2022,39566,Hybrid,1.8,Ireland,No,1.0,31950
